     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     ,    "rms[prog]"   ,    "rms[enth]"   ,    "rms[Y_CO]"   ,    "rms[Y_NO]"   ,  "rms[Y_CO_rs]"  ,  "rms[Y_NO_rs]"  ,"# table misses",    "max[prog]"   ,    "max[enth]"   ,    "max[Y_CO]"   ,    "max[Y_NO]"   ,  "max[Y_CO_rs]"  ,  "max[Y_NO_rs]"  ,    "bgs[prog]"   ,    "bgs[enth]"   ,    "bgs[Y_CO]"   ,    "bgs[Y_NO]"   ,  "bgs[Y_CO_rs]"  ,  "bgs[Y_NO_rs]"  ,  "Avg_Massflow"  ,    "Avg_Mach"    ,    "Avg_Temp"    ,    "Avg_Press"   ,   "Avg_Density"  ,  "Avg_Enthalpy"  ,  "Avg_NormalVel" ,   "Uniformity"   ,"Secondary_Strength","Momentum_Distortion","Secondary_Over_Uniformity",  "Avg_TotalTemp" , "Avg_TotalPress" ,  "Pressure_Drop" ,     "Avg_CO"     ,     "Avg_NO"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      , "Custom_ObjFunc" 
      -7.496349301,      -6.914390753,      -7.423110821,               -32,      -8.232253917,      -2.219307729,      -10.22473348,       -11.8871601,        -8.5181816,       -13.3479448,               0,      -6.855123931,      -0.844156493,      -8.845510201,      -10.14437256,      -7.144320206,      -11.93942286,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.495839644,      -6.926860634,      -7.426751609,               -32,      -8.236404686,      -2.223552236,      -10.22481953,      -11.88838485,       -8.52233706,      -13.34913454,               0,      -6.842513794,     -0.8320402679,      -8.845720929,      -10.14437238,      -7.131410673,      -11.94030394,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.498588596,      -6.927865848,       -7.41847861,               -32,      -8.239600131,      -2.226452403,       -10.2250332,      -11.88945969,      -8.525411049,      -13.35144665,               0,      -6.811316685,     -0.7947020895,      -8.845894421,      -10.14437213,      -7.096812241,      -11.94131419,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.500937392,      -6.933133183,      -7.424415018,               -32,      -8.240953813,      -2.227794329,      -10.22519348,      -11.88983541,      -8.526721332,      -13.35301431,               0,      -6.778886767,     -0.7677601427,      -8.846044317,      -10.14437182,      -7.066151145,       -11.9423906,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.499302588,      -6.928657024,      -7.425686185,               -32,      -8.240384474,      -2.227356542,      -10.22522053,      -11.88955342,      -8.526246355,       -13.3534532,               0,       -6.79105939,      -0.779472392,      -8.846193001,      -10.14437154,      -7.078132896,      -11.94345676,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
        -7.5016984,      -6.919771235,      -7.416679353,               -32,      -8.241951377,      -2.228735423,      -10.22538828,      -11.89003793,      -8.527752538,      -13.35510963,               0,      -6.807686701,     -0.7965258831,      -8.846352044,      -10.14437128,      -7.095162852,       -11.9444759,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
       -7.50714098,      -6.923647482,      -7.417467583,               -32,      -8.245988556,      -2.232664495,      -10.22559994,       -11.8912805,      -8.531683187,      -13.35723594,               0,      -6.791489972,     -0.7802569715,      -8.846534763,      -10.14437109,      -7.078453514,      -11.94544551,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.507146572,      -6.929292827,      -7.428059672,               -32,      -8.248598994,      -2.235401804,      -10.22572725,      -11.89198845,      -8.534305482,      -13.35838589,               0,      -6.782995623,     -0.7663843208,      -8.846749718,      -10.14437101,      -7.069108042,      -11.94628276,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.506810311,      -6.926750217,      -7.420798993,               -32,      -8.246415139,      -2.233165537,      -10.22580272,      -11.89130304,      -8.532157739,      -13.35910954,               0,       -6.83542596,     -0.8182019308,      -8.846989793,        -10.144371,      -7.121516787,      -11.94716534,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.513591861,       -6.92825652,      -7.427335122,               -32,      -8.250496198,      -2.237072002,      -10.22604316,      -11.89253337,      -8.536093231,      -13.36138692,               0,      -6.834737791,     -0.8178477201,      -8.847248032,      -10.14437108,      -7.120301715,      -11.94811438,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.514425057,      -6.939740059,      -7.432906495,               -32,      -8.253925927,      -2.240622672,      -10.22616153,      -11.89347651,      -8.539573278,      -13.36253161,               0,      -6.856103392,      -0.844706296,      -8.847515709,      -10.14437121,      -7.144516852,      -11.94904556,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.515159697,      -6.928287645,      -7.433812147,               -32,      -8.253469809,      -2.240127792,      -10.22626735,      -11.89329438,       -8.53910818,      -13.36356082,               0,      -6.812715576,     -0.8019331203,      -8.847771157,      -10.14437136,      -7.099848839,      -11.94999047,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.514038905,      -6.923922593,      -7.428892642,               -32,      -8.248429412,      -2.234882762,      -10.22644352,      -11.89181075,      -8.533947722,      -13.36511268,               0,      -6.811284808,       -0.80039352,       -8.84800746,      -10.14437153,      -7.098540096,      -11.95097554,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
       -7.52087715,      -6.935039689,       -7.41753561,               -32,      -8.257237789,      -2.243809865,      -10.22663785,      -11.89435503,       -8.54275862,      -13.36695869,               0,      -6.799210795,     -0.7875952572,      -8.848218442,      -10.14437169,      -7.086212087,      -11.95193778,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.517494675,      -6.932024106,      -7.426013553,               -32,      -8.257534708,      -2.244094536,      -10.22672054,      -11.89440431,      -8.543126118,      -13.36786705,               0,      -6.782353968,     -0.7707574646,      -8.848401777,      -10.14437185,      -7.068999715,      -11.95292189,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.519956068,      -6.936215223,      -7.420140073,               -32,      -8.261090201,      -2.247357168,      -10.22696216,      -11.89545572,      -8.546511202,      -13.37006044,               0,      -6.823993305,     -0.8125930444,      -8.848567122,      -10.14437201,      -7.112621768,      -11.95402795,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.525129111,       -6.93757466,       -7.42146696,               -32,      -8.263656629,      -2.250100783,      -10.22708625,      -11.89609598,      -8.549123408,      -13.37110528,               0,      -6.793528558,      -0.777439253,      -8.848730731,      -10.14437219,      -7.079635054,      -11.95505457,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.526958545,       -6.93571716,      -7.429245939,               -32,      -8.266226799,      -2.252691788,      -10.22724347,       -11.8967959,      -8.551679309,      -13.37255213,               0,       -6.74270037,     -0.7261878843,      -8.848910583,       -10.1443724,      -7.027892768,       -11.9560331,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.528775343,      -6.940445993,      -7.428594689,               -32,      -8.265873784,      -2.252040147,      -10.22743512,      -11.89673614,      -8.551215452,      -13.37434295,               0,      -6.818780088,     -0.8025293787,      -8.849122931,      -10.14437264,       -7.10509799,      -11.95705308,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.531151067,      -6.939576066,      -7.429941927,               -32,      -8.264913056,      -2.251123447,      -10.22761042,      -11.89638659,      -8.550242521,      -13.37554535,               0,      -6.815174683,     -0.7980693077,      -8.849384391,      -10.14437295,      -7.100078597,       -11.9580861,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.533997869,      -6.943527155,      -7.440345217,               -32,      -8.272192928,      -2.258559431,      -10.22774838,      -11.89841819,       -8.55756357,      -13.37699915,               0,      -6.764415455,     -0.7526316976,      -8.849713753,      -10.14437331,      -7.051379853,       -11.9591027,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
       -7.54115277,      -6.936995053,       -7.44303194,               -32,      -8.275879574,       -2.26201383,      -10.22795985,      -11.89942332,      -8.561104177,      -13.37908336,               0,      -6.699020685,     -0.6829676716,       -8.85010298,       -10.1443737,      -6.984169476,      -11.96018683,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.540302037,       -6.94775786,      -7.448827769,               -32,      -8.278327462,      -2.264452242,      -10.22812242,      -11.90003412,      -8.563503808,      -13.38054632,               0,      -6.732349368,      -0.716011193,      -8.850552539,      -10.14437409,      -7.017408882,      -11.96116888,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.539800141,      -6.927054768,      -7.438227238,               -32,      -8.271991122,      -2.258212948,      -10.22817763,      -11.89820933,      -8.557259871,      -13.38061424,               0,      -6.802009883,     -0.7904063594,      -8.851058579,      -10.14437445,       -7.08963738,      -11.96212892,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.542007868,      -6.936207753,      -7.436782401,               -32,       -8.27452351,      -2.260643649,      -10.22839061,      -11.89893912,       -8.55969351,      -13.38274094,               0,      -6.775517922,     -0.7587513696,      -8.851598276,      -10.14437475,      -7.060279954,      -11.96305792,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.554487664,      -6.954969116,      -7.429348014,               -32,      -8.290604844,      -2.276626649,      -10.22868295,      -11.90332422,      -8.575607626,      -13.38620137,               0,      -6.900230487,     -0.8826717955,      -8.852154606,      -10.14437497,      -7.184603271,      -11.96400776,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.547957112,      -6.954238948,      -7.458424389,               -32,      -8.285728375,      -2.271694484,      -10.22869297,      -11.90195005,      -8.570817881,      -13.38608114,               0,      -6.813498262,     -0.8028454767,       -8.85271721,      -10.14437505,      -7.100297262,      -11.96496516,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.550930283,      -6.940945765,      -7.450111935,               -32,       -8.28503833,      -2.271105628,      -10.22881843,      -11.90170529,      -8.570164245,      -13.38712447,               0,      -6.819674357,     -0.8086662382,      -8.853264077,        -10.144375,      -7.106049218,      -11.96601948,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
        -7.5527014,       -6.94946603,      -7.443582397,               -32,      -8.288586982,      -2.274520081,      -10.22899016,      -11.90262109,      -8.573588974,      -13.38918344,               0,      -6.769763579,     -0.7581492634,      -8.853788044,      -10.14437478,      -7.055588248,       -11.9670869,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.561012758,      -6.939400749,      -7.447672829,               -32,      -8.296155587,      -2.281906291,      -10.22914528,      -11.90455749,      -8.581092764,      -13.39098684,               0,      -6.825904152,     -0.8097977382,      -8.854278701,      -10.14437441,      -7.110350042,      -11.96812827,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.554502784,      -6.952993973,      -7.459612803,               -32,      -8.293349865,      -2.279324831,       -10.2291508,      -11.90376023,      -8.578452002,      -13.39093103,               0,      -6.781985942,     -0.7707854511,      -8.854732943,       -10.1443739,      -7.067562616,      -11.96912331,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.559608484,      -6.935401315,      -7.445805283,               -32,      -8.289967266,      -2.275808395,      -10.22934426,      -11.90284958,      -8.574905016,      -13.39291758,               0,      -6.778324995,     -0.7669316469,      -8.855148986,      -10.14437328,      -7.063989058,      -11.97009387,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.560804477,      -6.943496167,      -7.450053009,               -32,       -8.29488734,      -2.280498939,       -10.2294964,      -11.90412977,      -8.579707528,      -13.39495698,               0,      -6.783091979,      -0.772390651,      -8.855522642,       -10.1443726,      -7.070379912,      -11.97103171,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.568417142,      -6.950418951,      -7.453141263,               -32,      -8.302966988,      -2.288732228,      -10.22959388,      -11.90617995,      -8.587913962,      -13.39602301,               0,      -6.830791721,     -0.8144999034,      -8.855867485,      -10.14437188,      -7.114606991,      -11.97202614,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.559895099,      -6.946032632,       -7.46470881,               -32,      -8.298568613,      -2.284312285,      -10.22971359,      -11.90496689,      -8.583414876,      -13.39731994,               0,      -6.790924985,     -0.7799619692,      -8.856185293,      -10.14437119,      -7.076959512,      -11.97316243,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.566764088,      -6.928489254,      -7.467000172,               -32,      -8.297948369,      -2.283443361,      -10.22988153,      -11.90481082,      -8.582687404,      -13.39906939,               0,      -6.801007852,     -0.7897465056,      -8.856481039,      -10.14437058,      -7.086575776,      -11.97427326,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.570606295,      -6.940690296,      -7.462506863,               -32,      -8.305293564,      -2.290947606,      -10.22998146,      -11.90664717,      -8.590127424,      -13.40018793,               0,      -6.837616921,      -0.826092692,      -8.856765875,      -10.14437011,      -7.124107197,      -11.97533879,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.566400528,      -6.930716736,      -7.451801627,               -32,      -8.296535407,      -2.282149906,      -10.23013492,       -11.9043746,      -8.581298027,      -13.40135588,               0,      -6.792556691,      -0.780942467,      -8.857050472,      -10.14436979,      -7.077977717,      -11.97636169,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
       -7.57318247,      -6.933187118,      -7.450986954,               -32,      -8.303681788,      -2.289031376,      -10.23031928,      -11.90615544,      -8.588313241,      -13.40345599,               0,      -6.814751078,     -0.8038673424,      -8.857340617,      -10.14436965,      -7.101547493,      -11.97735119,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.578413185,       -6.93295901,      -7.450332419,               -32,      -8.304756146,      -2.290251136,      -10.23039459,      -11.90634816,      -8.589488624,      -13.40381337,               0,      -6.807688652,     -0.7910257107,      -8.857642228,       -10.1443697,         -7.092144,      -11.97831811,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.583912833,      -6.944460715,      -7.443529032,               -32,      -8.311171335,      -2.296716792,      -10.23060336,      -11.90792156,      -8.595815622,      -13.40622205,               0,       -6.70800268,     -0.6958259252,       -8.85796373,      -10.14436995,      -6.994092933,      -11.97934679,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.585828315,       -6.94021278,      -7.448297355,               -32,      -8.313948555,      -2.299144441,      -10.23080025,      -11.90860336,      -8.598433498,      -13.40839509,               0,      -6.779572199,      -0.767256317,      -8.858305907,      -10.14437035,      -7.066228797,      -11.98035518,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.592495135,      -6.948218452,      -7.459382063,               -32,      -8.323446622,      -2.308728559,      -10.23091943,      -11.91086262,       -8.60800138,      -13.40970527,               0,      -6.814672724,     -0.8039818301,      -8.858663631,      -10.14437088,      -7.101581594,      -11.98134582,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.597587807,      -6.956246889,      -7.470693169,               -32,      -8.327791522,      -2.313204989,      -10.23103678,      -11.91178833,      -8.612358511,      -13.41100736,               0,      -6.842660243,     -0.8253766848,      -8.859035901,      -10.14437148,      -7.126641544,      -11.98240674,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.593824003,      -6.950302876,      -7.486818427,               -32,      -8.327574082,      -2.312649762,      -10.23122698,      -11.91177026,       -8.61194583,      -13.41334198,               0,      -6.797265732,      -0.780493951,       -8.85941554,      -10.14437209,      -7.080980179,      -11.98350823,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.596430872,      -6.945181244,      -7.494962543,               -32,      -8.323323353,      -2.308562728,      -10.23127729,      -11.91076912,      -8.607791188,      -13.41373922,               0,      -6.787795937,      -0.770923349,      -8.859798897,      -10.14437267,      -7.071798494,      -11.98451762,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.592599947,      -6.931420146,      -7.499792866,               -32,       -8.31657844,       -2.30204091,      -10.23128146,      -11.90896687,      -8.601101159,      -13.41360551,               0,      -6.833184975,     -0.8162085349,      -8.860175478,      -10.14437315,      -7.117269428,      -11.98556162,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
