     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     ,    "rms[prog]"   ,    "rms[enth]"   ,    "rms[Y_CO]"   ,    "rms[Y_NO]"   ,  "rms[Y_CO_rs]"  ,  "rms[Y_NO_rs]"  ,"# table misses",    "max[prog]"   ,    "max[enth]"   ,    "max[Y_CO]"   ,    "max[Y_NO]"   ,  "max[Y_CO_rs]"  ,  "max[Y_NO_rs]"  ,    "bgs[prog]"   ,    "bgs[enth]"   ,    "bgs[Y_CO]"   ,    "bgs[Y_NO]"   ,  "bgs[Y_CO_rs]"  ,  "bgs[Y_NO_rs]"  ,  "Avg_Massflow"  ,    "Avg_Mach"    ,    "Avg_Temp"    ,    "Avg_Press"   ,   "Avg_Density"  ,  "Avg_Enthalpy"  ,  "Avg_NormalVel" ,   "Uniformity"   ,"Secondary_Strength","Momentum_Distortion","Secondary_Over_Uniformity",  "Avg_TotalTemp" , "Avg_TotalPress" ,  "Pressure_Drop" ,     "Avg_CO"     ,     "Avg_NO"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      , "Custom_ObjFunc" 
       -6.75490635,      -5.769771734,      -6.544308858,               -32,      -7.359030793,      -1.384150454,      -8.359921856,      -11.34365519,      -7.853212382,      -11.69144109,            3636,      -6.082716552,     -0.4708804364,      -6.621757671,      -10.14477809,      -6.627619546,      -10.80761605,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.749398925,      -5.764988885,      -6.537782718,               -32,      -7.354311627,      -1.380782086,      -8.353531945,      -11.34104018,      -7.850272407,      -11.68943868,            3636,      -6.026958414,      -0.459422824,      -6.606681611,      -10.14468126,      -6.586946938,      -10.80587373,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.743708068,      -5.758614735,      -6.528642692,               -32,      -7.348159829,      -1.375761752,      -8.348441241,       -11.3367649,      -7.845796664,       -11.6860215,            3636,      -5.990522688,     -0.4484295087,      -6.585933278,      -10.14457543,      -6.554958099,      -10.77952677,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
       -6.73878508,      -5.752565056,      -6.520675929,               -32,      -7.343567639,      -1.372504446,      -8.344816672,      -11.33387043,      -7.842593098,      -11.68397478,            3636,      -5.960064632,      -0.453045488,      -6.567110015,      -10.14446521,      -6.540822251,      -10.78332858,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.732094769,      -5.746511181,      -6.512228394,               -32,      -7.338422136,      -1.368206141,      -8.342206501,      -11.33013807,       -7.83856463,      -11.68122093,            3636,      -5.936922521,     -0.4190896498,      -6.543457437,      -10.14435396,      -6.535063127,      -10.80313442,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.727180425,      -5.740222017,      -6.501490572,               -32,      -7.334350468,      -1.365206067,      -8.340092964,      -11.32736259,      -7.835381992,      -11.67942658,            3636,      -5.903817843,     -0.3662548686,      -6.531478402,      -10.14424521,       -6.51616469,      -10.79872135,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.721963787,      -5.734625787,       -6.49608242,               -32,      -7.330061014,      -1.361714894,      -8.339553671,      -11.32426388,      -7.831745149,      -11.67743936,            3636,      -5.910787099,     -0.3953297338,      -6.516201609,       -10.1441474,      -6.506765783,       -10.7782907,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.716922831,      -5.729307786,      -6.489163631,               -32,      -7.326588966,      -1.358842263,      -8.338508112,       -11.3218143,      -7.828773792,      -11.67600977,            3636,      -5.885393357,     -0.3422949529,      -6.510195222,       -10.1440636,      -6.502640061,      -10.79162692,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
       -6.71227624,      -5.724533893,      -6.483472995,               -32,      -7.323410851,      -1.356243849,      -8.337472014,      -11.31947852,      -7.825950676,      -11.67464474,            3636,      -5.882144405,     -0.3425953211,      -6.494818333,      -10.14400303,      -6.489992201,      -10.79955412,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.709233233,      -5.721282514,      -6.477413921,               -32,      -7.321456676,      -1.354707202,      -8.337392133,      -11.31832911,      -7.824179295,      -11.67442622,            3636,      -5.860846831,     -0.3347488524,      -6.493833826,      -10.14396955,      -6.498096692,      -10.78091937,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.706548922,      -5.718502041,      -6.478211598,               -32,      -7.319682073,      -1.353302161,      -8.337226964,      -11.31730323,       -7.82236881,      -11.67444275,            3636,      -5.881844839,     -0.3343737166,      -6.483095697,      -10.14396755,      -6.478822197,      -10.79260599,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.702990816,      -5.715819554,      -6.477905258,               -32,      -7.317090653,      -1.350972666,      -8.337075811,      -11.31552268,      -7.819900122,      -11.67369805,            3636,       -5.85847672,     -0.3192733802,      -6.479628438,      -10.14399962,      -6.488069847,      -10.80064133,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
       -6.70254215,      -5.715417452,      -6.479387837,               -32,      -7.316958384,      -1.350972938,      -8.335019705,      -11.31605677,      -7.819564339,      -11.67518291,            3636,      -5.843556971,     -0.3367670914,      -6.468603479,      -10.14406639,      -6.474763521,      -10.80422964,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.704246162,      -5.717199866,      -6.484143245,               -32,      -7.319595206,      -1.354069929,      -8.336424208,      -11.31953181,      -7.821863179,       -11.6795137,            3636,      -5.854288507,     -0.3163391329,      -6.471771622,       -10.1441634,      -6.476588966,      -10.78462104,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.707301597,      -5.720879177,       -6.49119766,               -32,       -7.32303596,       -1.35777771,       -8.33541105,       -11.3237522,      -7.824673004,      -11.68475775,            3636,      -5.852162886,     -0.3654187151,      -6.466515541,      -10.14428675,      -6.474401115,      -10.80808711,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
       -6.71136766,      -5.725841909,      -6.499214089,               -32,      -7.328360071,      -1.363477049,      -8.334863601,      -11.32989832,      -7.829255877,       -11.6919223,            3636,      -5.863968505,     -0.3294699365,      -6.458907293,      -10.14442748,      -6.468780397,      -10.81001104,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.717254814,      -5.732354014,      -6.508023353,               -32,      -7.334813037,      -1.370228335,      -8.335153335,      -11.33723595,      -7.834712668,       -11.7003819,            3636,      -5.856199711,     -0.3504737873,      -6.460845881,      -10.14458073,      -6.480753513,      -10.81267751,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.725506981,      -5.740543672,      -6.517248075,               -32,      -7.343239082,      -1.379166966,      -8.335174834,      -11.34674554,      -7.842081109,      -11.71108863,            3636,      -5.868337252,     -0.3551476558,      -6.452152517,      -10.14473789,      -6.468663514,      -10.81756909,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.734399827,      -5.750297549,      -6.527561042,               -32,      -7.352456536,      -1.388758245,      -8.336485699,      -11.35705367,      -7.850117285,      -11.72266026,            3636,      -5.867990516,      -0.347429456,      -6.457964845,      -10.14489303,       -6.47851138,      -10.81221849,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.744104949,      -5.761426898,      -6.537687549,               -32,      -7.362873956,      -1.399626923,       -8.33770576,      -11.36875014,      -7.859119907,      -11.73588981,            3636,      -5.854474272,     -0.4028885607,       -6.45419303,      -10.14504106,      -6.473174469,      -10.82262305,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.756493172,      -5.774155437,      -6.546671029,               -32,      -7.374926306,      -1.411904718,      -8.338296712,      -11.38197485,      -7.869298434,      -11.75084947,            3636,      -5.882372487,     -0.3647661591,      -6.449108723,       -10.1451732,      -6.467123695,      -10.81031062,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.768096258,      -5.787259633,      -6.558826473,               -32,      -7.387763042,      -1.425051077,      -8.340537789,      -11.39638154,      -7.880127803,      -11.76753387,            3636,      -5.864273368,     -0.4088463694,      -6.452700142,      -10.14529197,       -6.47877476,      -10.81293744,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.782483131,      -5.801250183,      -6.567442285,               -32,      -7.402026109,      -1.439401387,      -8.343223749,      -11.41214976,      -7.891679542,      -11.78619209,            3636,      -5.899377783,     -0.4045263716,      -6.448358142,      -10.14538714,      -6.472917828,      -10.83895871,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.796791512,      -5.816053547,      -6.584187882,               -32,       -7.41653581,      -1.454046584,      -8.347041738,      -11.42842091,      -7.903133746,      -11.80627435,            3636,      -5.890916234,     -0.4275226579,      -6.449686729,      -10.14547062,      -6.492044054,      -10.82742667,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.811458611,      -5.832435446,      -6.599086622,               -32,      -7.431120041,      -1.468606951,      -8.351921147,      -11.44504315,      -7.914364672,      -11.82777613,            3636,       -5.91171681,     -0.4420382506,      -6.448767809,      -10.14552847,      -6.480079854,      -10.83009004,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.820896868,      -5.844160176,      -6.615204029,               -32,      -7.441832966,      -1.478211172,      -8.356598177,      -11.45737549,      -7.921932176,      -11.84568537,            3636,      -5.890105859,     -0.4431448424,      -6.452950507,      -10.14556825,      -6.496208841,      -10.80146494,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.827913686,      -5.852530201,      -6.627345245,               -32,      -7.448268307,      -1.482793641,      -8.362253568,       -11.4645999,      -7.926304824,      -11.85762627,            3636,      -5.936989387,     -0.4414276363,      -6.449125403,      -10.14558824,       -6.48505951,      -10.76971939,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.832599173,      -5.857562801,      -6.638321499,               -32,      -7.453677816,      -1.486119804,       -8.36893053,      -11.46966183,      -7.930332141,      -11.86556703,            3636,      -5.921575747,     -0.4423995762,      -6.456762589,      -10.14558423,      -6.502316546,      -10.79288414,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.836089808,      -5.860423142,       -6.64496361,               -32,      -7.456222179,      -1.486212867,      -8.376430218,      -11.47121368,       -7.93247872,      -11.86845787,            3636,      -5.948002053,     -0.4419300746,      -6.458468779,      -10.14557083,      -6.493024439,       -10.7662902,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.845410437,      -5.866403512,      -6.653913298,               -32,      -7.462810647,       -1.49090013,       -8.38505813,       -11.4762388,      -7.938091741,      -11.87379452,            3636,      -5.955938262,     -0.4531383205,      -6.458064224,       -10.1455575,      -6.504864645,      -10.78653062,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.859413061,      -5.878481767,      -6.669160807,               -32,      -7.475383115,      -1.502076078,      -8.395115776,      -11.48617648,      -7.949231764,      -11.88167782,            3636,      -5.957025197,     -0.4585320243,      -6.470388791,      -10.14554495,      -6.507994535,      -10.78082874,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.878233921,      -5.895498357,      -6.685151099,               -32,      -7.492241685,      -1.517957436,      -8.406709636,      -11.49986332,      -7.964079634,      -11.89217776,            3636,      -5.996984109,     -0.4566771859,      -6.462571984,      -10.14553566,      -6.509242682,      -10.78220204,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
       -6.90208132,      -5.917499596,      -6.711058188,               -32,      -7.513725773,      -1.538590872,      -8.421276738,      -11.51745561,      -7.982747489,      -11.90541212,            3636,      -6.007938362,     -0.4605090104,      -6.470545559,      -10.14552703,      -6.531099549,      -10.78586705,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.934643538,      -5.947439899,      -6.737585347,               -32,      -7.544373206,      -1.569230687,      -8.434548154,       -11.5423636,      -8.009569832,      -11.92240171,            3636,      -6.018705694,     -0.4713304855,      -6.481785877,      -10.14551973,      -6.537578658,      -10.79782757,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -6.968642687,      -5.980737587,      -6.772814934,               -32,      -7.577446576,      -1.602101452,      -8.450778261,      -11.56844217,      -8.038139486,       -11.9391039,            3636,      -6.025929539,     -0.4712841518,       -6.49409071,      -10.14551431,      -6.541061009,      -10.79894277,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.010131189,       -6.02074543,      -6.804160182,               -32,       -7.61686324,      -1.641727686,      -8.468403798,      -11.59869698,      -8.071613987,      -11.95737516,            3636,      -6.058875862,     -0.4748777319,      -6.502222498,      -10.14551094,      -6.556585226,      -10.80299934,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.064347847,      -6.072335244,      -6.838517416,               -32,      -7.668115489,      -1.694119875,      -8.488117525,      -11.63636111,      -8.113841902,      -11.97840048,            3636,      -6.097352346,      -0.563792929,      -6.502965825,       -10.1455087,      -6.576967524,      -10.87862401,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.127053057,      -6.132405836,      -6.885221895,               -32,       -7.72770358,      -1.755552148,      -8.510366975,      -11.67748769,      -8.160570593,      -11.99982146,            3636,      -6.143431049,     -0.5637884448,      -6.515923613,      -10.14550792,      -6.598792403,      -10.88820311,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.187629788,        -6.1929298,      -6.950791678,               -32,      -7.788126988,      -1.817370071,      -8.533986792,       -11.7154908,      -8.204880033,      -12.01810502,            3636,      -6.165603802,      -0.565836561,      -6.530303455,      -10.14550777,      -6.624605231,      -10.89704535,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.262334036,       -6.26593141,       -7.01191365,               -32,      -7.857858156,      -1.888838633,      -8.558516625,      -11.75407423,      -8.250656734,      -12.03529116,            3636,      -6.193514711,     -0.5589523088,      -6.549878415,      -10.14550739,      -6.646771254,       -10.9056271,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.354747476,      -6.358095614,      -7.077198018,               -32,      -7.945999938,      -1.980912072,      -8.586383546,       -11.7947541,      -8.301208739,      -12.05121659,            3636,      -6.229762328,     -0.5680281598,      -6.585192345,      -10.14550578,      -6.670371208,      -10.89349656,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.478554151,      -6.487123161,      -7.144690496,               -32,      -8.062583556,      -2.105896302,      -8.615824039,      -11.83564625,      -8.354628138,      -12.06527535,            3636,      -6.274755742,      -0.571923356,      -6.612353182,      -10.14550118,      -6.698848706,      -10.91935581,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
       -7.62932037,      -6.661822605,      -7.219982308,               -32,       -8.21142859,      -2.271521056,      -8.646558553,      -11.86976027,      -8.403694476,      -12.07533284,            3636,      -6.315606483,     -0.6033764951,      -6.611808379,      -10.14549139,      -6.743991833,      -11.02567697,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.731198221,      -6.806742059,      -7.292096084,               -32,      -8.330927364,      -2.396525298,      -8.679888747,      -11.88651253,      -8.432086112,      -12.07947546,            3636,      -6.379038932,     -0.7728972293,       -6.65230637,      -10.14547445,      -6.825930068,      -11.21589156,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.783106536,      -6.868039516,      -7.351652667,               -32,      -8.387404704,      -2.431259821,      -8.714039025,      -11.89269297,      -8.445046578,      -12.08093266,            3636,      -6.433798868,     -0.8632026235,      -6.720180659,      -10.14544921,      -6.845928337,      -11.23954703,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.819177232,      -6.899948135,      -7.385608483,               -32,      -8.427766055,      -2.446285108,      -8.747439148,       -11.8969128,      -8.454313628,      -12.08211841,            3636,       -6.49279368,     -0.8502296059,      -6.730119548,      -10.14541536,       -6.91743156,      -11.24165613,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
      -7.850335772,      -6.925514441,      -7.417115669,               -32,       -8.46460911,      -2.460896518,      -8.780906602,      -11.90063024,      -8.462436655,      -12.08329398,            3636,      -6.571227161,     -0.8752433917,      -6.821625775,      -10.14537391,      -6.977390043,      -11.24394566,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0
